drill_angle_deg,pin_pap_in,val_angle_deg,angle_sum_deg,source_timing_guide_pct,mass_after_lb,removed_mass_oz,com_shift_in,pap_rg_in,pap_inertia_lb_in2,rg_low_in,rg_mid_in,rg_high_in,total_diff_in,int_diff_in,performance_diff_in,effective_flare_diff_in,flare_utilization_pct,pap_to_pin_deg,pap_to_psa_deg
10,6,60,70,69.23076923076923,14.849253843203247,2.4119385087480647,0.0308147249547482,2.5181650505648188,94.16142354894076,2.4813092294489905,2.5059696029525917,2.520866457915773,0.03955722846678267,0.014896854963181383,0.04226926320350643,0.012715618847622547,30.08242369024244,79.99410752262803,14.110179469737337
10,6,70,80,61.53846153846154,14.849253843203247,2.4119385087480647,0.03081235539709428,2.518163883496162,94.16133626886305,2.4820121527414054,2.506115130352341,2.5200297142765624,0.03801756153515701,0.013914583924221624,0.04048395522751768,0.01039201657015844,25.669469575677223,79.99410752262803,14.110179469737337
20,1,20,40,92.3076923076923,14.849253843203247,2.4119385087480647,0.030812260654405205,2.4702109616443613,90.60928859052301,2.46786415433463,2.5147242845125897,2.5253426369670304,0.05747848263240041,0.01061835245444076,0.05845105109893135,0.02222811212000136,38.02859264648494,13.332351253771314,77.48516673524205
20,1,30,50,84.61538461538461,14.849253843203247,2.4119385087480647,0.030815349739711975,2.470210900268233,90.60928408787335,2.4682890682815555,2.5137140332968633,2.5259330155237745,0.057643947242218996,0.012218982226911201,0.05892476712151944,0.01991329884756058,33.79444641078302,13.332351253771314,77.48516673524205
20,1,40,60,76.92307692307693,14.849253843203247,2.4119385087480647,0.030817541872096045,2.4702119519034724,90.6093612375098,2.468701827460077,2.512306616588429,2.5269296084044774,0.05822778094440029,0.014622991816048536,0.06003587563583367,0.017562577930089137,29.253471768481283,13.332351253771314,77.48516673524205
20,1,50,70,69.23076923076923,14.849253843203247,2.4119385087480647,0.03081537760116405,2.4702116652868904,90.60934021085748,2.469082014829085,2.5108091355273654,2.5280463307207155,0.05896431589163065,0.017237195193350097,0.06143216947741352,0.015242484898006246,24.811894204078826,13.332351253771314,77.48516673524205
20,1,60,80,61.53846153846154,14.849253843203247,2.4119385087480647,0.030812971913630572,2.4702106530339445,90.60926595037685,2.4694070680104,2.509428696029168,2.529099327783179,0.05969225977277892,0.01967063175401096,0.06284981806165253,0.0130618061306911,20.78256792705131,13.332351253771314,77.48516673524205
20,1,70,90,53.84615384615385,14.849253843203247,2.4119385087480647,0.030814208856668145,2.470211278324087,90.60931182264925,2.469655138965472,2.508294207498572,2.529982325736609,0.06032718677113724,0.02168811823803729,0.064107284581604,0.011187470840422278,17.451169416139326,13.332351253771314,77.48516673524205
20,1.5,20,40,92.3076923076923,14.849253843203247,2.4119385087480647,0.03081493433052167,2.4734692151797595,90.84847685830395,2.468756556966153,2.5142617351648213,2.524930851613767,0.05617429464761381,0.010669116448945637,0.057178504920626386,0.030934290093979393,54.10125734648277,19.998526880657007,71.25413642646889
20,1.5,30,50,84.61538461538461,14.849253843203247,2.4119385087480647,0.03081456926653893,2.473469534457077,90.84850031188864,2.4694132794464694,2.5134580514250837,2.5250888182251514,0.05567553877868203,0.011630766800067693,0.05687741515447132,0.028581810325559447,50.25159854387746,19.998526880657007,71.25413642646889
